"Semana","Agencia_ID","Canal_ID","Ruta_SAK","Cliente_ID","Producto_ID","Venta_uni_hoy","Venta_hoy","Dev_uni_proxima","Dev_proxima","Demanda_uni_equil"
4,1127,1,4455,353231,43316,1,8.15,0,0,1
4,1130,1,1003,230438,693,4,38.4,0,0,4
4,1130,1,1003,230438,1129,10,176,0,0,10
4,1130,1,1003,230438,1150,6,83.76,0,0,6
4,1130,1,1003,230438,1182,11,153.34,0,0,11
4,1130,1,1003,230438,2233,13,259.22,0,0,13
4,1130,1,1003,230438,32802,11,131.01,0,0,11
4,1130,1,1003,230438,46772,29,258.68,10,89.2,19
4,1130,1,1020,4200483,2233,4,79.76,0,0,4
4,1130,1,1032,1207306,2233,3,59.82,0,0,3
4,1130,1,1032,1217192,2233,5,99.7,0,0,5
4,1130,1,1083,396887,1129,2,35.2,0,0,2
4,1130,1,1083,396887,1182,5,69.7,0,0,5
4,1130,1,1083,396887,2233,4,79.76,0,0,4
4,1130,1,1083,396887,32802,1,11.91,0,0,1
4,1130,1,1083,396887,46772,2,17.84,0,0,2
4,1130,1,1084,160253,1129,4,70.4,0,0,4
4,1130,1,1084,160253,1150,1,13.96,0,0,1
4,1130,1,1084,160253,2233,3,59.82,0,0,3
4,1130,1,1084,160253,46772,5,44.6,0,0,5
4,1130,1,1294,4162171,1240,2,16.76,0,0,2
4,1130,1,1294,4162171,1250,1,7.64,0,0,1
4,1130,1,1294,4162171,1284,6,18.12,0,0,6
4,1130,1,1294,4162171,41843,2,13.72,0,0,2
4,1130,1,1403,230438,1064,3,50.01,0,0,3
4,1130,1,1403,230438,1212,10,83.8,0,0,10
4,1130,1,1403,230438,1216,3,25.14,1,8.38,2
4,1130,1,1403,230438,1220,15,114.6,0,0,15
4,1130,1,1403,230438,1230,1,16.67,0,0,1
4,1130,1,1403,230438,1240,11,92.18,0,0,11
4,1130,1,1403,230438,1250,17,129.88,0,0,17
4,1130,1,1403,230438,1284,8,24.16,0,0,8
4,1130,1,1403,230438,48421,2,9.16,0,0,2
4,1130,1,1409,1627542,1220,2,15.28,0,0,2
4,1130,1,1409,1627542,1240,5,41.9,0,0,5
4,1130,1,1409,1627542,1250,6,45.84,0,0,6
4,1130,1,1409,1627542,1284,8,24.16,0,0,8
4,1130,1,1420,4200483,1064,2,33.34,1,16.67,1
4,1130,1,1420,4200483,1220,4,30.56,0,0,4
4,1130,1,1420,4200483,1250,5,38.2,0,0,5
4,1130,1,1432,1207306,972,1,18.98,0,0,1
4,1130,1,1432,1207306,1240,1,8.38,0,0,1
4,1130,1,1432,1207306,1250,6,45.84,0,0,6
4,1130,1,1432,1207306,1284,6,18.12,0,0,6
4,1130,1,1432,1217192,1240,1,8.38,0,0,1
4,1130,1,1432,1217192,1250,3,22.92,0,0,3
4,1130,1,1432,1217192,1284,2,6.04,0,0,2
4,1130,1,1483,396887,1064,2,33.34,0,0,2
4,1130,1,1483,396887,1212,6,50.28,0,0,6
4,1130,1,1483,396887,1216,3,25.14,0,0,3
4,1130,1,1483,396887,1220,3,22.92,0,0,3
4,1130,1,1483,396887,1230,2,33.34,0,0,2
4,1130,1,1483,396887,1240,5,41.9,0,0,5
4,1130,1,1483,396887,1250,14,106.96,0,0,14
4,1130,1,1483,396887,1284,10,30.2,10,30.2,0
4,1130,1,1484,160253,1064,1,16.67,0,0,1
4,1130,1,1484,160253,1212,2,16.76,0,0,2
4,1130,1,1484,160253,1216,2,16.76,0,0,2
4,1130,1,1484,160253,1220,5,38.2,0,0,5
4,1130,1,1484,160253,1230,3,50.01,0,0,3
4,1130,1,1484,160253,1240,2,16.76,0,0,2
4,1130,1,1484,160253,48419,6,24.36,0,0,6
4,1130,1,1602,230438,2505,3,22.56,0,0,3
4,1130,1,1602,230438,3609,6,53.88,0,0,6
4,1130,1,1602,230438,4280,10,60,0,0,10
4,1130,1,1602,230438,31031,2,18,0,0,2
4,1130,1,1602,230438,35452,7,31.08,0,0,7
4,1130,1,1602,1207306,3609,4,35.92,0,0,4
4,1130,1,1602,1207306,35452,6,26.64,0,0,6
4,1130,1,1603,160253,3609,2,17.96,0,0,2
4,1130,1,1603,160253,4280,6,36,0,0,6
4,1130,1,1603,160253,35452,4,17.76,0,0,4
4,1130,1,1613,4200483,35452,5,22.2,0,0,5
4,1130,1,1614,396887,35452,5,22.2,0,0,5
4,1130,1,1615,4162171,35452,8,35.52,0,0,8
4,1130,1,2101,1217192,30532,3,23.34,0,0,3
4,1130,1,2101,1217192,30572,4,25,0,0,4
4,1130,1,2101,1217192,30575,4,25,0,0,4
4,1130,1,2101,1217192,31310,3,18.75,0,0,3
4,1130,1,2101,1217192,43058,2,18.7,0,0,2
4,1130,1,2103,230438,30572,10,62.5,0,0,10
4,1130,1,2103,230438,30575,5,31.25,0,0,5
4,1130,1,2103,230438,43058,4,37.4,0,0,4
4,1130,1,2106,1627542,30572,5,31.25,0,0,5
4,1130,1,2114,1207306,30532,5,38.9,0,0,5
4,1130,1,2114,4162171,30572,1,6.25,0,0,1
4,1130,1,2114,4162171,30575,1,6.25,0,0,1
4,1130,1,2116,4200483,30532,5,38.9,0,0,5
4,1130,1,2806,396887,30532,5,38.9,0,0,5
4,1130,1,2806,396887,31310,5,31.25,0,0,5
4,1130,1,2806,396887,37058,5,37.5,0,0,5
4,1130,1,2806,396887,43064,1,8.15,0,0,1
4,1130,1,2806,396887,43084,2,16.3,0,0,2
4,1130,1,2806,396887,43285,10,52.8,0,0,10
4,1130,1,2806,396887,43316,2,16.3,0,0,2
4,1130,1,4401,1217192,43065,1,6.76,0,0,1
4,1130,1,4401,1217192,43084,2,16.3,0,0,2
4,1130,1,4401,1217192,43285,8,42.24,0,0,8
4,1130,1,4403,230438,43285,15,79.2,0,0,15
4,1130,1,4403,230438,43316,3,24.45,0,0,3
4,1130,1,4414,1207306,37058,5,37.5,0,0,5
4,1130,1,4414,1207306,43066,1,9.63,0,0,1
4,1130,1,4414,1207306,43285,4,21.12,0,0,4
4,1130,1,4416,4200483,32864,10,93.5,0,0,10
4,1130,1,4416,4200483,37058,5,37.5,0,0,5
4,1137,1,1067,230148,73,2,42.64,0,0,2
4,1137,1,1067,230148,693,9,86.4,0,0,9
4,1137,1,1067,230148,1129,13,228.8,0,0,13
4,1137,1,1067,230148,1150,11,153.56,0,0,11
4,1137,1,1067,230148,1182,12,167.28,0,0,12
4,1137,1,1067,230148,2233,18,358.92,0,0,18
4,1137,1,1067,230148,2665,8,128,0,0,8
4,1137,1,1067,230148,32802,9,107.19,0,0,9
4,1137,1,1067,230148,46772,8,71.36,0,0,8
4,1137,1,1077,316704,693,2,19.2,0,0,2
4,1137,1,1081,4465798,1129,1,17.6,0,0,1
4,1137,1,1081,4465798,32802,2,23.82,0,0,2
4,1137,1,1467,230148,972,6,113.88,0,0,6
4,1137,1,1467,230148,1064,3,50.01,0,0,3
4,1137,1,1467,230148,1212,8,67.04,0,0,8
4,1137,1,1467,230148,1216,5,41.9,0,0,5
4,1137,1,1467,230148,1220,10,76.4,0,0,10
4,1137,1,1467,230148,1230,4,66.68,0,0,4
4,1137,1,1467,230148,1250,23,175.72,0,0,23
4,1137,1,1467,230148,1284,27,81.54,0,0,27
4,1137,1,1467,230148,41843,18,123.48,0,0,18
4,1137,1,1477,316704,972,1,18.98,0,0,1
4,1137,1,1477,316704,1212,2,16.76,0,0,2
4,1137,1,1479,4352126,1240,1,8.38,0,0,1
4,1137,1,1479,4352126,1250,3,22.92,0,0,3
4,1137,1,1481,4465798,972,2,37.96,0,0,2
4,1137,1,1481,4465798,1212,3,25.14,1,8.38,2
4,1137,1,1481,4465798,1216,2,16.76,0,0,2
4,1137,1,1481,4465798,1220,3,22.92,0,0,3
4,1137,1,1481,4465798,1240,2,16.76,0,0,2
4,1137,1,1481,4465798,1284,17,51.34,0,0,17
4,1137,1,1603,230148,325,3,24.45,2,16.3,1
4,1137,1,1603,230148,3609,7,62.86,0,0,7
4,1137,1,1603,230148,4280,12,72,0,0,12
4,1137,1,1603,230148,35452,9,39.96,4,17.76,5
4,1137,1,2117,226281,30572,3,18.75,0,0,3
4,1137,1,2123,230148,30532,7,54.46,0,0,7
4,1137,1,2123,230148,30552,2,10.76,0,0,2
4,1137,1,2123,230148,31310,4,25,0,0,4
4,1137,1,2123,230148,31580,3,34.59,0,0,3
4,1137,1,2123,230148,32934,1,7.04,0,0,1
4,1137,1,2123,230148,36745,2,23.06,0,0,2
4,1137,1,2123,230148,43058,5,46.75,0,0,5
4,1137,1,2125,4465798,30532,3,23.34,0,0,3
4,1137,1,2125,4465798,30572,10,62.5,0,0,10
4,1137,1,2125,4465798,31310,1,6.25,0,0,1
4,1137,1,2125,4465798,43058,2,18.7,0,0,2
4,1137,1,4417,226281,43285,4,21.12,0,0,4
4,1137,1,4423,230148,37058,5,37.5,0,0,5
4,1137,1,4423,230148,43064,2,16.3,0,0,2
4,1137,1,4423,230148,43068,10,38.4,0,0,10
4,1137,1,4423,230148,43084,4,32.6,0,0,4
4,1137,1,4423,230148,43274,1,5.19,0,0,1
4,1137,1,4423,230148,43285,31,163.68,0,0,31
4,1137,1,4423,230148,43316,3,24.45,0,0,3
4,1137,1,4425,4465798,43084,1,8.15,0,0,1
4,1137,1,4425,4465798,43215,2,20.28,0,0,2
4,1137,1,4425,4465798,43285,7,36.96,0,0,7
4,1137,1,4425,4465798,43316,1,8.15,0,0,1
4,1138,1,1026,399126,1150,2,27.92,0,0,2
4,1138,1,1026,399126,46772,15,133.8,0,0,15
4,1138,1,1040,1288424,1150,1,13.96,0,0,1
4,1138,1,1040,1288424,1182,9,125.46,0,0,9
4,1138,1,1206,4431331,1220,4,30.56,0,0,4
4,1138,1,1206,4431331,1240,4,33.52,0,0,4
4,1138,1,1206,4431331,1250,6,45.84,0,0,6
4,1138,1,1206,4431331,1284,9,27.18,0,0,9
4,1138,1,1426,399126,1240,3,25.14,0,0,3
4,1138,1,1426,399126,1250,3,22.92,0,0,3
4,1138,1,1426,399126,1284,5,15.1,0,0,5
4,1138,1,1440,1288424,1064,1,16.67,0,0,1
4,1138,1,1440,1288424,1212,4,33.52,0,0,4
4,1138,1,1440,1288424,1216,2,16.76,0,0,2
4,1138,1,1440,1288424,1240,9,75.42,0,0,9
4,1138,1,1440,1288424,1250,5,38.2,0,0,5
4,1138,1,1440,1288424,1284,6,18.12,0,0,6
4,1138,1,1613,1288424,30214,1,9,0,0,1
4,1138,1,1613,1288424,31717,0,0,1,6,0
4,1138,1,1613,1288424,35452,3,13.32,0,0,3
4,1138,1,2105,1288424,30572,20,125,0,0,20
4,1138,1,2105,1288424,30575,15,93.75,0,0,15
4,1138,1,2105,1288424,31580,1,11.53,0,0,1
4,1138,1,2105,1288424,36745,3,34.59,0,0,3
4,1138,1,2111,4431331,31310,4,25,0,0,4
4,1138,1,4405,1288424,32864,3,28.05,0,0,3
4,1138,1,4405,1288424,43068,10,38.4,0,0,10
4,1138,1,4405,1288424,43285,28,147.84,0,0,28
4,1138,1,4405,1288424,43316,3,24.45,0,0,3
4,1139,7,3305,4438892,1150,3,41.88,0,0,3
4,1139,7,3310,2338818,641,21,859.95,0,0,21
4,1139,7,3310,2338818,972,1,18.98,0,0,1
4,1139,7,3310,2338818,1700,2,28,0,0,2
4,1139,7,3310,2338818,3894,2,18.7,0,0,2
4,1139,7,3310,2338818,4280,6,36,0,0,6
4,1139,7,3310,2338818,31688,3,19.5,0,0,3
4,1139,7,3310,2338818,31717,3,18,0,0,3
4,1139,7,3310,2338818,47336,7,86.8,0,0,7
4,1140,1,1631,324288,3609,3,26.94,0,0,3
4,1140,1,1631,324288,4280,8,48,0,0,8
4,1140,1,1631,324288,45143,80,60,0,0,80
4,1140,1,1632,1716326,3609,1,8.98,0,0,1
4,1140,1,1632,1716326,35452,1,4.44,0,0,1
4,1140,1,1632,1716326,45143,40,30,0,0,40
4,1140,1,1634,1880639,35452,4,17.76,0,0,4
4,1140,1,2130,355869,43058,4,37.4,0,0,4
4,1140,1,2135,1716326,31580,1,11.53,0,0,1
4,1140,1,2135,1716326,36745,2,23.06,0,0,2
4,1140,1,2144,1880639,30572,6,37.5,0,0,6
4,1140,1,2144,1880639,32934,4,28.16,0,0,4
4,1140,1,2144,1880639,36747,2,23.06,0,0,2
4,1140,1,4430,355869,35516,6,32.76,0,0,6
4,1140,1,4430,355869,37058,2,15,0,0,2
4,1140,1,4430,355869,43215,1,10.14,0,0,1
4,1140,1,4430,355869,43285,6,31.68,0,0,6
4,1140,1,4435,1716326,31625,1,13.24,0,0,1
4,1140,1,4435,1716326,43285,7,36.96,0,0,7
4,1143,6,3218,64933,1216,2,16.76,0,0,2
4,1143,6,3218,64933,1240,5,41.9,0,0,5
4,1143,6,3218,64933,2505,5,37.6,0,0,5
4,1143,6,3218,64933,3894,6,56.1,0,0,6
4,1143,6,3218,64933,30571,10,62.5,0,0,10
4,1143,6,3218,64933,31688,15,97.5,0,0,15
4,1143,6,3218,64933,34053,15,67.5,0,0,15
4,1143,6,3218,64933,37057,10,75,0,0,10
4,1143,6,3241,17275,641,1,40.95,0,0,1
4,1143,6,3241,17275,1240,3,25.14,0,0,3
4,1143,6,3241,17275,1250,5,38.2,0,0,5
4,1143,6,3241,17275,5310,5,26.4,0,0,5
4,1143,6,3241,17275,30571,20,125,0,0,20
4,1143,6,3241,17275,31684,20,130,0,0,20
4,1143,6,3241,17275,31688,15,97.5,0,0,15
4,1143,6,3241,17275,37057,3,22.5,0,0,3
4,1147,4,6609,2029121,1240,3,24.45,0,0,3
4,1147,4,6609,2029121,1250,2,14.94,0,0,2
4,1147,4,6609,2029121,2025,1,17.5,0,0,1
4,1147,4,6609,2029121,34053,9,44.64,0,0,9
4,1147,4,6609,2029121,40447,7,73.36,0,0,7
4,1150,4,6604,2270206,972,1,19.56,0,0,1
4,1150,4,6604,2270206,1064,5,85.1,0,0,5
4,1150,4,6604,2270206,1212,17,143.65,0,0,17
4,1150,4,6604,2270206,1216,2,16.9,0,0,2
4,1150,4,6604,2270206,1220,12,92.4,0,0,12
4,1150,4,6604,2270206,1240,15,126,0,0,15
4,1150,4,6604,2270206,1250,126,970.2,0,0,126
4,1150,4,6604,2270206,2025,6,108.24,0,0,6
4,1150,4,6604,2270206,3894,15,130.8,0,0,15
4,1150,4,6604,2270206,4245,7,83.44,0,0,7
4,1150,4,6604,2270206,4280,36,245.52,0,0,36
4,1150,4,6604,2270206,5310,42,211.68,0,0,42
4,1150,4,6604,2270206,31717,10,59,0,0,10
4,1150,4,6604,2270206,31719,17,127.16,0,0,17
4,1150,4,6604,2270206,34053,32,163.84,0,0,32
4,1152,4,1853,2270206,6500,2,27.56,0,0,2
4,1152,4,1853,2270206,6502,3,41.34,0,0,3
4,1152,4,1853,2270206,7340,5,61.15,0,0,5
4,1152,4,1853,2270206,35898,4,68.96,0,0,4
4,1152,4,1853,2270206,42084,2,30.92,0,0,2
4,1153,1,1011,2041370,1129,5,88,0,0,5
4,1153,1,1011,2041370,1150,5,69.8,0,0,5
4,1153,1,1011,2041370,2233,3,59.82,0,0,3
4,1153,1,1011,2041370,31392,1,22.22,0,0,1
4,1153,1,1207,4500876,972,1,18.98,0,0,1
4,1153,1,1207,4500876,1064,2,33.34,0,0,2
4,1153,1,1207,4500876,1129,2,35.2,0,0,2
4,1153,1,1207,4500876,1220,2,15.28,0,0,2
4,1153,1,1207,4500876,1230,1,16.67,0,0,1
4,1153,1,1207,4500876,1240,5,41.9,0,0,5
4,1153,1,1207,4500876,1250,6,45.84,0,0,6
4,1153,1,1207,4500876,1284,12,36.24,0,0,12
4,1153,1,1207,4500876,2233,2,39.88,0,0,2
4,1153,1,1232,1739556,46772,6,53.52,0,0,6
4,1153,1,1236,4311088,1064,2,33.34,0,0,2
4,1153,1,1236,4311088,1182,6,83.64,0,0,6
4,1153,1,1236,4311088,1216,1,8.38,0,0,1
4,1153,1,1236,4311088,1220,2,15.28,0,0,2
4,1153,1,1236,4311088,1230,2,33.34,0,0,2
4,1153,1,1236,4311088,1240,2,16.76,0,0,2
4,1153,1,1236,4311088,1250,5,38.2,0,0,5
4,1153,1,1236,4311088,2233,3,59.82,0,0,3
4,1153,1,1236,4311088,46772,3,26.76,0,0,3
4,1153,1,1238,4476502,1220,1,7.64,0,0,1
4,1153,1,1238,4476502,1250,2,15.28,0,0,2
4,1153,1,1238,4476502,1284,6,18.12,0,0,6
4,1153,1,1238,4476502,2233,1,19.94,0,0,1
4,1153,1,1411,2041370,1220,2,15.28,0,0,2
4,1153,1,1411,2041370,1240,3,25.14,0,0,3
4,1153,1,1411,2041370,1284,14,42.28,0,0,14
4,1153,1,1604,2041370,325,1,8.15,0,0,1
4,1153,1,1607,4311088,3609,1,8.98,0,0,1
4,1153,1,1607,4311088,4280,5,30,0,0,5
4,1153,1,1607,4311088,35452,4,17.76,0,0,4
4,1153,1,1615,4500876,2505,2,15.04,0,0,2
4,1153,1,1615,4500876,3609,2,17.96,0,0,2
4,1153,1,1615,4500876,45143,40,30,0,0,40
4,1153,1,2113,4311088,30532,4,31.12,0,0,4
4,1153,1,2113,4311088,30572,5,31.25,0,0,5
4,1153,1,2113,4311088,36745,1,11.53,0,0,1
4,1153,1,2113,4311088,36747,1,11.53,0,0,1
4,1153,1,2130,4500876,30532,2,15.56,0,0,2
4,1153,1,2130,4500876,30572,15,93.75,0,0,15
4,1153,1,2130,4500876,30575,15,93.75,0,0,15
4,1153,1,2825,4476502,31310,2,12.5,0,0,2
4,1153,1,2825,4476502,35516,4,21.84,0,0,4
4,1153,1,2825,4476502,43058,1,9.35,0,0,1
4,1153,1,2825,4476502,43065,1,6.76,0,0,1
4,1153,1,2825,4476502,43285,8,42.24,0,0,8
4,1153,1,2836,2041370,30532,3,23.34,0,0,3
4,1153,1,2836,2041370,37058,4,30,0,0,4
4,1153,1,2836,2041370,43285,6,31.68,0,0,6
4,1153,1,4413,4311088,31625,3,39.72,0,0,3
4,1153,1,4413,4311088,43066,2,19.26,0,0,2
4,1153,1,4430,4500876,31625,3,39.72,0,0,3
4,1153,1,4430,4500876,37058,12,90,0,0,12
4,1153,1,4430,4500876,43285,11,58.08,0,0,11
4,1155,4,1852,4683209,7340,2,24.46,0,0,2
4,1167,4,1129,2098182,36946,15,163.05,0,0,15
4,1172,4,6607,4683209,972,3,58.68,0,0,3
4,1172,4,6607,4683209,1220,5,38.5,0,0,5
4,1172,4,6607,4683209,1240,11,92.4,0,0,11
4,1172,4,6607,4683209,1250,15,115.5,0,0,15
4,1172,4,6607,4683209,4245,7,83.44,0,0,7
4,1172,4,6607,4683209,4270,3,28.14,0,0,3
4,1172,4,6607,4683209,5328,1,9.27,0,0,1
4,1172,4,6607,4683209,31719,8,59.84,0,0,8
4,1172,4,6607,4683209,34053,4,20.48,0,0,4
4,1173,4,6605,2098182,630,5,86.1,0,0,5
4,1173,4,6605,2098182,634,3,40.77,0,0,3
4,1173,4,6605,2098182,635,12,163.08,0,0,12
4,1173,4,6605,2098182,972,9,161.73,0,0,9
4,1173,4,6605,2098182,1064,11,181.17,0,0,11
4,1173,4,6605,2098182,1112,19,431.49,0,0,19
4,1173,4,6605,2098182,1182,32,436.48,0,0,32
4,1173,4,6605,2098182,2025,5,86.15,0,0,5
4,1173,4,6605,2098182,4245,1,10.85,0,0,1
4,1173,4,6605,2098182,4280,12,76.32,0,0,12
4,1173,4,6605,2098182,5328,4,34.44,1,8.61,3
4,1173,4,6605,2098182,30314,16,251.36,0,0,16
4,1173,4,6605,2098182,31466,19,206.53,0,0,19
4,1173,4,6605,2098182,31511,15,163.05,0,0,15
4,1173,4,6605,2098182,31719,13,96.33,0,0,13
4,1173,4,6605,2098182,35527,10,187,0,0,10
4,1173,4,6605,2098182,37057,14,99.54,0,0,14
4,1173,4,6605,2098182,40447,32,323.52,0,0,32
4,1173,4,6605,2098182,46772,41,357.52,0,0,41
4,1211,7,3329,1222159,1216,1,8.38,0,0,1
4,1211,7,3329,1222159,1220,3,22.92,0,0,3
4,1211,7,3329,1222159,1240,8,67.04,0,0,8
4,1211,7,3329,1222159,1250,8,61.12,0,0,8
4,1211,7,3329,1222159,3894,3,28.05,0,0,3
4,1211,7,3329,1222159,5310,7,36.96,0,0,7
4,1211,7,3329,1222159,5328,2,16.3,0,0,2
4,1211,7,3329,1222159,30571,6,37.5,0,0,6
4,1211,7,3329,1222159,32393,6,18.12,0,0,6
4,1211,7,3329,1222159,34053,3,13.5,0,0,3
4,1211,7,3329,1222159,37057,6,45,0,0,6
4,1211,7,3333,133085,46772,14,124.88,0,0,14
4,1211,7,3335,2042082,3333,8,81.12,0,0,8
4,1211,7,3335,2042082,3894,15,140.25,0,0,15
4,1211,7,3335,2042082,31582,3,30.42,0,0,3
4,1211,7,3335,2042082,31780,3,30.42,0,0,3
4,1211,7,3335,2042082,32393,5,15.1,0,0,5
4,1211,7,3335,2042082,48421,6,27.48,0,0,6
4,1213,1,1227,1285526,1212,2,16.76,0,0,2
4,1213,1,1227,1285526,1220,2,15.28,0,0,2
4,1213,1,1227,1285526,1230,1,16.67,0,0,1
4,1213,1,1227,1285526,1240,3,25.14,0,0,3
4,1213,1,1227,1285526,1250,9,68.76,0,0,9
4,1213,1,1227,1285526,2233,2,39.88,0,0,2
4,1213,1,1227,4302886,972,2,37.96,0,0,2
4,1213,1,1227,4302886,1220,1,7.64,0,0,1
4,1213,1,1227,4302886,1240,4,33.52,0,0,4
4,1213,1,1227,4302886,1250,6,45.84,0,0,6
4,1213,1,1227,4302886,1284,6,18.12,0,0,6
4,1213,1,1227,4302886,2233,2,39.88,0,0,2
4,1213,1,1420,4387094,1212,2,16.76,0,0,2
4,1213,1,1420,4387094,1250,3,22.92,0,0,3
4,1213,1,1612,4302886,4270,2,16.76,2,16.76,0
4,1213,1,1612,4302886,35452,3,13.32,0,0,3
4,1213,1,2192,1285526,30572,4,25,0,0,4
4,1213,1,2192,1285526,30575,4,25,0,0,4
4,1213,1,4492,1285526,37058,5,37.5,0,0,5
4,1213,1,4492,1285526,43084,1,8.15,0,0,1
4,1213,1,4492,1285526,43285,10,52.8,0,0,10
4,1216,1,1613,1253769,325,3,24.45,0,0,3
4,1216,1,1613,1253769,2505,3,22.56,0,0,3
4,1216,1,1613,1253769,3609,7,62.86,0,0,7
4,1216,1,1613,1253769,4280,3,18,0,0,3
4,1216,1,1613,1253769,31031,3,27,0,0,3
4,1216,1,1615,4333921,2505,5,37.6,0,0,5
4,1216,1,1615,4333921,4280,3,18,0,0,3
4,1216,1,1615,4333921,30214,2,18,0,0,2
4,1216,1,1615,4333921,35452,6,26.64,0,0,6
4,1216,1,1619,1979907,325,3,24.45,0,0,3
4,1216,1,1619,1979907,2505,2,15.04,0,0,2
4,1216,1,1619,1979907,3609,2,17.96,0,0,2
4,1216,1,1619,1979907,4280,8,48,0,0,8
4,1216,1,1619,1979907,31717,3,18,1,6,2
4,1216,1,1619,1979907,35452,5,22.2,0,0,5
4,1216,1,1619,1979907,45143,80,60,0,0,80
4,1216,1,2108,1979907,30532,15,116.7,0,0,15
4,1216,1,2108,1979907,30572,8,50,0,0,8
4,1216,1,2108,1979907,30575,14,87.5,0,0,14
4,1216,1,2108,1979907,31310,7,43.75,0,0,7
4,1216,1,2115,4333921,30532,4,31.12,0,0,4
4,1216,1,2115,4333921,30569,3,21.12,0,0,3
4,1216,1,2115,4333921,30572,11,68.75,0,0,11
4,1216,1,2115,4333921,30575,13,81.25,0,0,13
4,1216,1,2115,4333921,31310,8,50,0,0,8
4,1216,1,2115,4333921,43058,3,28.05,0,0,3
4,1216,1,2115,4333921,43215,4,40.56,0,0,4
4,1216,1,2121,1253769,30532,13,101.14,0,0,13
4,1216,1,2121,1253769,30572,45,281.25,0,0,45
4,1216,1,2121,1253769,30575,25,156.25,0,0,25
4,1216,1,2121,1253769,31310,6,37.5,0,0,6
4,1216,1,2121,1253769,32934,5,35.2,0,0,5
4,1216,1,2121,1253769,43058,3,28.05,0,0,3
4,1216,1,4408,1979907,32864,3,28.05,0,0,3
4,1216,1,4408,1979907,37058,8,60,0,0,8
4,1216,1,4408,1979907,43066,2,19.26,0,0,2
4,1216,1,4408,1979907,43068,10,38.4,0,0,10
4,1216,1,4415,4333921,37058,5,37.5,0,0,5
4,1216,1,4415,4333921,43285,16,84.48,0,0,16
4,1216,1,4421,1253769,31625,3,39.72,0,0,3
4,1216,1,4421,1253769,43066,1,9.63,0,0,1
4,1217,1,1008,111909,73,1,21.32,0,0,1
4,1217,1,1008,111909,1129,5,88,0,0,5
4,1217,1,1008,111909,1150,1,13.96,0,0,1
4,1217,1,1008,111909,1182,6,83.64,0,0,6
4,1217,1,1008,111909,2233,2,39.88,0,0,2
4,1217,1,1008,111909,3144,1,21.32,0,0,1
4,1217,1,1008,111909,46772,13,115.96,0,0,13
4,1217,1,1408,111909,972,3,56.94,0,0,3
4,1217,1,1408,111909,1064,2,33.34,0,0,2
4,1217,1,1408,111909,1212,1,8.38,0,0,1
4,1217,1,1408,111909,1230,2,33.34,0,0,2
4,1217,1,1408,111909,1240,4,33.52,0,0,4
4,1217,1,1408,111909,1250,5,38.2,0,0,5
4,1217,1,2107,111909,30575,10,62.5,0,0,10
4,1217,1,2109,1751874,30532,9,70.02,0,0,9
4,1217,1,2109,1751874,30572,12,75,0,0,12
4,1217,1,2109,1751874,30575,6,37.5,0,0,6
4,1217,1,2109,1751874,31310,1,6.25,0,0,1
4,1217,1,2109,1751874,43058,4,37.4,0,0,4
4,1217,1,4409,1751874,35516,3,16.38,0,0,3
4,1217,1,4409,1751874,37058,9,67.5,0,0,9
4,1217,1,4409,1751874,43064,2,16.3,0,0,2
4,1217,1,4409,1751874,43065,1,6.76,0,0,1
4,1217,1,4409,1751874,43274,1,5.19,0,0,1
4,1217,1,4409,1751874,43285,19,100.32,0,0,19
4,1218,1,2108,1161301,30532,8,62.24,0,0,8
4,1218,1,2108,1161301,43058,5,46.75,0,0,5
4,1218,1,4408,1161301,43215,4,40.56,0,0,4
4,1219,1,1021,456590,73,1,21.32,0,0,1
4,1219,1,1021,456590,1150,1,13.96,0,0,1
4,1219,1,1021,456590,1182,3,41.82,0,0,3
4,1219,1,1021,456590,2233,3,59.82,0,0,3
4,1219,1,1021,456590,46772,4,35.68,0,0,4
4,1219,1,1025,344993,2233,2,39.88,0,0,2
4,1219,1,1027,1285898,1129,8,140.8,0,0,8
4,1219,1,1027,1285898,1150,4,55.84,0,0,4
4,1219,1,1027,1285898,1182,2,27.88,0,0,2
4,1219,1,1027,1285898,2233,14,279.16,0,0,14
4,1219,1,1027,1285898,2665,9,144,0,0,9
4,1219,1,1027,1285898,46772,4,35.68,0,0,4
4,1219,1,1036,2244708,1150,2,27.92,0,0,2
4,1219,1,1036,2244708,1182,3,41.82,0,0,3
4,1219,1,1036,2244708,2233,7,139.58,0,0,7
4,1219,1,1036,2244708,2665,5,80,0,0,5
4,1219,1,1036,2244708,46772,9,80.28,0,0,9
4,1219,1,1121,456590,1240,3,25.14,0,0,3
4,1219,1,1121,456590,1284,7,21.14,0,0,7
4,1219,1,1125,344993,1220,1,7.64,0,0,1
4,1219,1,1125,344993,1240,5,41.9,0,0,5
4,1219,1,1125,344993,1250,10,76.4,0,0,10
4,1219,1,1127,1285898,972,2,37.96,0,0,2
4,1219,1,1127,1285898,1064,1,16.67,0,0,1
4,1219,1,1127,1285898,1212,3,25.14,0,0,3
4,1219,1,1127,1285898,1216,1,8.38,0,0,1
4,1219,1,1127,1285898,1220,6,45.84,0,0,6
4,1219,1,1127,1285898,1230,2,33.34,0,0,2
4,1219,1,1127,1285898,1240,6,50.28,0,0,6
4,1219,1,1127,1285898,1250,14,106.96,0,0,14
4,1219,1,1127,1285898,1284,22,66.44,0,0,22
